Staffed_Beds,Total_Discharges,ADI_NATRANK,2021/3/10_x,2022/3/10_x,2023/3/10_x,2021/3/10_y,2022/3/10_y,2023/3/10_y,Value_education,Value_poverty,Value_unemployment,pop_commutes_by_car_truck_van_any,pop_commutes_by_public_transport_any,median_age,pop_citizenship_non_us,pop_citizenship_us_native,pop_citizenship_us_naturalized,pop_ethnicity_hispanic_latino,pop_ethnicity_non_hispanic,pop_race_asian,pop_race_black,pop_race_hawaiian_pacific_islander,pop_race_multiple,pop_race_native_american,pop_race_other,pop_race_white,pop_sex_female,pop_sex_male,households_with_annual_income_100000_to_124999,households_with_annual_income_125000_to_149999,households_with_annual_income_150000_to_199999,households_with_annual_income_200000_or_more,households_with_annual_income_30000_to_39999,households_with_annual_income_40000_to_49999,households_with_annual_income_50000_to_59999,households_with_annual_income_60000_to_75499,households_with_annual_income_75000_to_99999,households_with_annual_income_less_than_30000,pop_employment_status_in_labor_force,pop_received_ssi_foodstamps_snap_past_year,households_with_no_internet_access,pop_adult_education_bachelors_or_higher,pop_adult_education_high_school,pop_adult_education_less_than_high_school,pop_adult_education_some_college_or_associates,pop_total
640.0,25458.0,68.4949494949495,10920.0,27029.0,32089.0,334.0,620.0,684.0,21.77857142846429,10.115384615384617,8.281481481481482,55771,323,39.4,5341.0,125545.0,2641.0,18247,115280,2161,7238,9,8449,1012,2545,112113,68390,65137,4566,2678,2382,2032,5335,3908,4485,5239,7033,11669,65412,7359,7837,13348,19598,6744,26673,133527
575.0,26070.0,73.34,10743.0,23068.0,22434.0,350.0,661.0,725.0,21.785714285714285,14.015384615384615,8.266666666666666,51623,239,35.6,7303.0,113105.0,3225.0,23354,100279,1462,24177,155,7921,242,1673,88003,63541,60092,3709,2204,2331,1857,4882,4530,4189,4626,5169,12677,57938,9652,6600,12638,16272,10248,21990,123633
0.0,0.0,64.7,3463.0,8426.0,9511.0,67.0,119.0,128.0,22.14642857142857,15.107692307692307,8.566666666666666,9891,56,40.5,1073.0,26634.0,740.0,6874,21573,75,4187,0,1909,97,1099,21080,13106,15341,911,736,460,439,893,720,829,656,1137,2425,11433,2065,1881,2332,5155,2654,4496,28447
139.0,3648.0,52.65714285714286,13557.0,37185.0,44751.0,200.0,394.0,429.0,21.564285715,8.246153846153847,4.196153846153846,69817,318,37.0,5159.0,152103.0,5768.0,62324,100706,2737,13744,412,13946,453,14197,117541,82389,80641,6274,4725,4808,3484,3962,4443,4542,5991,8968,8513,80735,7398,5194,24533,26401,8026,26069,163030
49.0,1279.0,87.27586206896552,6054.0,6525.0,7253.0,153.0,241.0,251.0,22.07142857107143,17.930769230769233,8.21111111111111,13116,79,33.0,2329.0,30009.0,1125.0,20023,13440,116,1442,4,3394,58,1246,27203,15945,17518,600,451,431,176,1194,948,1162,997,1402,3527,14835,2707,2326,2795,5537,3579,4196,33463
0.0,0.0,96.0,424.0,1068.0,1216.0,14.0,22.0,24.0,22.928571428571427,26.838461538461537,32.253488372093024,1117,0,44.3,247.0,2717.0,61.0,1047,1978,0,187,0,245,29,331,2233,1560,1465,50,45,41,58,133,96,109,155,75,490,1418,177,306,233,459,315,408,3025
0.0,0.0,78.28571428571429,748.0,1958.0,2055.0,25.0,32.0,36.0,22.29642857142857,15.438461538461535,7.31111111111111,2929,0,45.3,189.0,8029.0,216.0,1099,7335,2,30,14,398,48,54,7888,4199,4235,253,143,71,108,378,238,175,330,308,1003,3392,428,628,819,1370,511,1153,8434
0.0,0.0,77.4,822.0,1905.0,2199.0,24.0,29.0,31.0,22.575,12.592307692307692,34.711627906976744,2126,14,32.6,916.0,4322.0,193.0,2601,2830,3,26,0,284,48,344,4726,2647,2784,126,151,81,11,165,136,156,163,228,642,2540,152,351,669,603,679,500,5431
0.0,0.0,96.0,366.0,555.0,642.0,12.0,19.0,21.0,22.65,18.37692307692308,32.352380952380955,1870,2,44.6,211.0,3690.0,57.0,926,3032,0,228,0,193,27,204,3306,2011,1947,148,110,15,40,164,127,208,151,134,575,2025,249,460,262,651,363,712,3958
4.0,173.0,71.34146341463415,4979.0,12002.0,15242.0,105.0,248.0,261.0,21.71428571464286,9.638461538461538,6.246153846153846,22664,6,39.6,775.0,56217.0,364.0,3447,53909,420,3487,0,1064,155,427,51803,29605,27751,2561,1514,1170,1019,1674,1651,1566,1916,2670,5447,25293,3994,2979,5796,11432,2795,9155,57356
10716.0,507014.0,57.06661916636979,360421.0,995730.0,1310231.0,5823.0,10769.0,11637.0,21.57142857107143,14.546153846153846,8.540740740740741,1947164,7313,33.7,748405.0,3464607.0,467597.0,2016625,2663984,330309,888431,2893,342051,19619,427868,2669438,2356526,2324083,143589,97072,109795,146219,144733,138628,128171,158088,198645,370809,2404155,347573,179965,813979,569757,441459,679323,4680609
339.0,16179.0,76.21818181818182,4592.0,13133.0,15613.0,101.0,223.0,239.0,22.06428571392857,13.707692307692309,8.637037037037036,26292,28,39.4,2038.0,63119.0,1390.0,8837,57710,541,13781,23,2677,229,1663,47633,34294,32253,2051,883,1130,766,2008,1831,2238,2417,3617,6900,30163,5303,5738,6637,10491,4254,11630,66547
0.0,0.0,60.0,600.0,1341.0,1286.0,2.0,3.0,3.0,22.710714285714285,26.22222222222222,32.57333333333333,1885,0,37.3,310.0,5139.0,139.0,1500,4088,46,405,0,338,22,122,4655,2207,3381,113,171,97,53,193,278,175,142,160,309,2017,239,218,574,1355,542,833,5588
0.0,0.0,93.0,434.0,891.0,1125.0,27.0,39.0,40.0,22.285714285714285,18.87692307692308,16.55483870967742,1982,0,42.8,449.0,5217.0,45.0,1636,4075,9,249,0,241,40,197,4975,2665,3046,230,74,7,76,170,183,195,228,248,751,2454,389,564,488,943,530,688,5711
319.0,12862.0,43.65765765765766,18425.0,57246.0,77513.0,198.0,426.0,476.0,21.57142857110714,9.007692307692308,4.184615384615385,96472,113,32.5,12278.0,202508.0,8041.0,87907,134920,3283,9205,108,18016,1354,6675,184186,112108,110719,7331,4429,6231,6679,5779,6473,6254,7890,10594,15064,120811,10092,5531,41910,25767,10416,31815,222827
15.0,230.0,58.0,546.0,1184.0,1409.0,2.0,7.0,9.0,22.821428571428573,26.18125,34.716,1546,21,36.7,470.0,3218.0,213.0,1445,2456,0,10,0,93,0,451,3347,1765,2136,260,111,82,72,148,139,62,98,52,332,1909,283,203,382,584,359,494,3901
127.0,6180.0,77.39393939393939,5613.0,15341.0,17678.0,180.0,416.0,446.0,21.928571428214287,15.084615384615384,7.874074074074075,28806,60,44.0,2807.0,78083.0,1079.0,10726,71243,517,4813,53,3464,529,950,71643,41728,40241,2202,1486,1386,1143,3079,3224,2442,2911,4107,9669,34002,5980,5921,7025,13301,6044,13348,81969
2691.0,100549.0,84.6032028469751,77919.0,196678.0,265963.0,2462.0,3467.0,3682.0,21.71071428607143,24.246153846153845,10.244444444444444,285694,670,29.4,159679.0,634340.0,67118.0,794879,66258,8453,4838,277,98481,1350,93813,653925,439208,421929,17425,9910,8268,6137,26320,21037,18143,22349,23031,91258,357075,136517,58322,79936,97810,111413,101105,861137
0.0,0.0,75.62962962962963,4328.0,8827.0,9418.0,104.0,191.0,204.0,22.142857142857142,14.184615384615386,8.144444444444444,14261,91,41.8,1449.0,33619.0,1041.0,7557,28552,181,2239,44,1273,415,1434,30523,18045,18064,1046,800,363,546,1336,1223,1021,1348,2010,3401,16914,2400,2107,2950,5932,2646,5745,36109
31.0,494.0,84.88235294117646,2347.0,7614.0,8752.0,100.0,159.0,169.0,22.214285715,15.7,7.322222222222222,9216,51,33.9,1396.0,20972.0,618.0,11163,11823,81,765,19,1946,118,1277,18780,11531,11455,781,426,268,245,901,921,567,567,998,2397,10727,1613,1621,1788,3191,2453,3616,22986
53.0,3092.0,53.77777777777778,6267.0,13300.0,14830.0,123.0,267.0,300.0,21.749999999964285,10.33846153846154,4.846153846153846,23234,28,46.6,830.0,58259.0,936.0,7542,52483,355,597,48,1573,460,432,56560,30787,29238,2533,1846,1800,1579,1997,1458,1693,2042,3331,4936,26806,2151,1962,7871,8898,2995,8707,60025
62.0,3361.0,76.17857142857143,2958.0,7182.0,8597.0,107.0,177.0,193.0,22.071428571428573,14.007692307692308,7.6,15740,45,39.5,1590.0,34195.0,923.0,6264,30444,264,2614,51,1073,111,2120,30475,18683,18025,1270,535,636,483,1436,1151,1346,1528,1713,3416,17687,1650,1879,4026,5896,2483,5391,36708
0.0,0.0,86.78947368421052,1567.0,4035.0,4880.0,49.0,107.0,121.0,22.578571427857145,19.976923076923075,8.062962962962963,7514,47,43.8,444.0,22264.0,234.0,2606,20336,75,5830,0,588,66,222,16161,10556,12386,397,150,187,341,705,1067,576,709,823,3279,8337,1441,2538,1696,4236,2226,3627,22942
95.0,1630.0,78.76923076923077,4510.0,6694.0,8283.0,100.0,179.0,193.0,22.21428571392857,14.453846153846154,8.040740740740741,13335,70,37.5,3330.0,32180.0,703.0,15686,20527,197,1996,18,2242,389,2885,28486,15836,20377,1072,565,516,423,1069,891,1161,1415,1403,2839,15292,1743,1956,2576,7215,3898,6422,36213
0.0,0.0,98.0,504.0,981.0,1363.0,12.0,16.0,18.0,23.79999999989655,22.76153846153846,36.79318181818182,1211,0,34.3,1442.0,2928.0,317.0,3644,1043,62,63,0,1005,3,1030,2524,2297,2390,42,3,2,0,162,85,93,95,111,534,1514,396,384,271,782,997,417,4687
167.0,7544.0,70.64814814814815,5255.0,15687.0,20129.0,158.0,357.0,377.0,21.571428571785717,11.36153846153846,8.27037037037037,39120,101,37.9,4262.0,89566.0,2374.0,16332,79870,1266,7342,29,3522,1043,7385,75615,49017,47185,2753,1965,1982,1424,3147,2783,2561,3379,4810,8792,45815,6384,5011,9775,16879,6256,15237,96202
0.0,0.0,84.04545454545455,1550.0,6626.0,6763.0,70.0,133.0,149.0,22.21071428535714,12.330769230769231,8.351851851851851,8765,57,38.2,625.0,20031.0,449.0,4985,16120,92,459,81,1499,323,696,17955,10317,10788,972,432,330,209,541,672,509,720,785,1904,10000,979,997,1821,3245,1397,3994,21105
0.0,0.0,76.0,117.0,438.0,624.0,1.0,3.0,3.0,26.061290322258063,17.973684210526315,17.944897959183674,587,13,43.3,39.0,1481.0,33.0,424,1129,0,76,0,0,0,332,1145,753,800,56,47,12,19,76,47,49,56,102,172,726,58,177,147,296,38,305,1553
13.0,324.0,83.83333333333333,602.0,1499.0,1691.0,16.0,28.0,32.0,22.14285714321429,14.23076923076923,7.307407407407408,2968,9,40.1,353.0,8348.0,187.0,1515,7373,22,328,0,264,0,137,8137,3798,5090,269,234,113,123,258,126,259,496,211,1080,3338,443,685,701,1766,791,1324,8888
0.0,0.0,76.27272727272727,1707.0,3227.0,3881.0,31.0,59.0,63.0,22.285714285714285,13.223076923076924,7.92962962962963,5747,0,39.2,750.0,13812.0,260.0,4936,9886,62,1121,6,707,6,581,12339,7621,7201,446,351,343,90,326,511,391,464,742,1260,6467,1071,1042,1253,2321,1243,2429,14822
40.0,551.0,82.85714285714286,2324.0,6059.0,9324.0,85.0,183.0,202.0,22.285714285714285,22.26923076923077,10.52962962962963,11834,88,41.9,696.0,34383.0,483.0,2438,33124,160,5866,83,872,58,1405,27118,17986,17576,902,568,485,444,1646,1098,671,1085,1892,4934,14706,2407,3288,2267,7529,2352,5076,35562
947.0,33793.0,78.58571428571429,18482.0,44856.0,64813.0,400.0,816.0,880.0,21.707142856785715,17.023076923076925,10.262962962962964,97730,291,36.5,20087.0,222775.0,10274.0,53655,199481,9670,84915,122,11696,802,6972,138959,123680,129456,7111,4321,5063,4439,8900,8945,8187,8151,10634,28261,110290,20470,18656,24976,42067,20579,44227,253136
0.0,0.0,93.8,605.0,2600.0,3765.0,15.0,22.0,23.0,25.2633333334,23.1,13.958620689655174,1848,0,29.7,93.0,5054.0,40.0,4805,382,0,25,0,320,0,83,4759,2484,2703,54,83,22,14,260,82,80,105,233,612,2170,1200,653,306,847,508,445,5187
72.0,2005.0,86.58823529411765,4022.0,11089.0,14517.0,96.0,205.0,225.0,22.071428571428573,19.54615384615385,8.7,14595,32,35.0,799.0,39082.0,915.0,32780,8016,221,314,0,1100,194,975,37992,20563,20233,1058,603,628,437,1749,911,910,966,1410,4252,16861,4384,4249,3287,7200,3815,5254,40796
134.0,4355.0,60.26086956521739,18841.0,42073.0,52510.0,354.0,721.0,785.0,21.575,8.292307692307693,4.807692307692308,75431,243,36.9,4056.0,164161.0,3142.0,37660,133699,1542,6539,700,6574,523,3284,152197,85784,85575,6453,3361,4299,2497,5040,5245,5742,6731,8352,10550,83052,9642,5409,17133,31851,11730,27190,171359
7.0,96.0,87.46666666666667,2770.0,4520.0,6144.0,54.0,90.0,97.0,21.78214285689285,15.261538461538462,8.2,4767,7,38.1,519.0,19132.0,223.0,5523,14351,68,2735,0,1607,98,1698,13668,7452,12422,317,384,244,92,496,779,476,836,558,1464,5526,1024,1061,1193,4744,2482,3343,19874
0.0,0.0,80.5,1808.0,5513.0,6517.0,36.0,67.0,75.0,22.150000000357142,17.853846153846153,7.881481481481482,4610,0,35.6,1394.0,13863.0,290.0,8640,6907,86,909,0,1245,57,1400,11850,6373,9174,366,125,358,370,557,383,339,271,534,1249,5197,982,1272,1272,2916,1989,2156,15547
42.0,1260.0,59.03174603174603,15112.0,35011.0,42075.0,240.0,526.0,560.0,21.567857143571427,7.553846153846154,5.057692307692308,56730,230,35.3,6223.0,119932.0,3637.0,29087,100705,1724,16464,92,7354,404,3530,100224,65923,63869,5062,3588,3134,2056,3186,2817,3207,4105,5195,6887,65520,7548,4409,14174,22040,9066,22436,129792
0.0,0.0,24.88888888888889,3026.0,8060.0,9922.0,69.0,117.0,134.0,21.57857142825,5.892307692307692,3.865384615384616,16664,81,42.1,1642.0,42506.0,1343.0,10996,34495,472,196,64,2678,175,1997,39909,23181,22310,1546,1269,1624,2876,1049,880,1009,1212,1777,1547,21948,1621,804,9912,4097,1445,6959,45491
0.0,0.0,89.0,80.0,202.0,224.0,2.0,4.0,4.0,29.882352940882352,20.633333333333333,11.806,185,0,43.5,1.0,691.0,12.0,74,630,0,8,0,15,0,24,657,383,321,33,21,7,12,16,20,9,74,39,55,260,17,37,88,52,2,122,704
110.0,4712.0,55.13513513513514,4252.0,9514.0,10693.0,85.0,179.0,204.0,21.925000000071428,12.892307692307693,7.522222222222223,19927,49,48.0,2169.0,48621.0,1405.0,14282,37913,393,830,15,3449,214,3283,44011,26918,25277,2042,1068,1157,792,2460,2179,1922,2031,3104,4523,23995,2351,2350,5616,7374,2679,7933,52195
0.0,0.0,63.0,260.0,678.0,992.0,6.0,15.0,16.0,22.571428571428573,20.946153846153848,34.31136363636364,1866,15,52.0,106.0,4170.0,99.0,1125,3250,0,27,0,261,19,301,3767,2333,2042,148,95,94,170,283,178,101,156,153,589,2160,230,399,461,712,313,579,4375
0.0,0.0,92.0,338.0,735.0,774.0,6.0,10.0,14.0,24.933333332666667,22.37857142857143,33.54418604651163,1081,0,51.0,192.0,3330.0,152.0,2238,1436,0,0,0,64,1,36,3573,1487,2187,75,37,58,39,117,16,111,339,62,621,1336,363,591,351,565,311,580,3674
50.0,1839.0,82.8076923076923,2410.0,7138.0,9553.0,87.0,144.0,155.0,22.075,22.200000000000003,8.125925925925927,12049,45,28.4,1097.0,28662.0,966.0,22439,8286,702,991,0,2725,50,1189,25068,15213,15512,830,587,465,277,773,1098,1190,564,1448,3908,14376,3422,2018,3350,3741,1974,3838,30725
0.0,0.0,96.5,254.0,491.0,625.0,18.0,24.0,25.0,22.92500000035714,19.86923076923077,33.66888888888889,1504,7,41.6,224.0,3343.0,112.0,1283,2396,45,196,0,283,0,195,2960,1862,1817,117,69,34,23,140,119,160,94,221,417,1690,223,241,324,537,324,597,3679
152.0,6195.0,82.3,5696.0,9557.0,11322.0,153.0,251.0,281.0,22.14642857142857,16.907692307692308,8.518518518518519,19794,185,40.7,1143.0,47809.0,753.0,4007,45698,383,6413,19,2024,657,564,39645,25932,23773,1364,838,804,382,1685,1681,1843,2011,2321,7066,23092,3828,4843,4642,8353,2914,8662,49705
42.0,356.0,92.16666666666669,1984.0,4293.0,4698.0,82.0,122.0,127.0,22.2821428575,17.93076923076923,8.040740740740741,4843,11,36.4,898.0,11779.0,341.0,7272,5746,95,426,0,886,61,216,11334,6545,6473,404,115,85,79,534,376,277,669,538,1629,5659,795,1254,781,2135,1252,1896,13018
0.0,0.0,62.75,2071.0,5507.0,5915.0,32.0,89.0,96.0,21.717857142785714,12.107692307692307,7.966666666666668,7930,0,43.4,533.0,20131.0,488.0,4161,16991,242,868,111,1296,256,456,17923,10323,10829,836,512,553,281,694,783,453,962,1000,1749,9413,904,1180,1877,3395,897,4552,21152
0.0,0.0,86.4,1011.0,2330.0,2529.0,28.0,46.0,50.0,22.28214285667857,23.4,7.362962962962963,2553,0,36.3,505.0,7007.0,39.0,6396,1155,22,125,0,905,0,555,5944,3139,4412,139,28,149,32,83,334,214,243,195,725,3002,590,715,346,1986,1221,392,7551
0.0,0.0,60.888888888888886,2314.0,4173.0,5018.0,73.0,115.0,124.0,22.285714285714285,11.930769230769233,6.988888888888888,8272,0,43.6,645.0,19215.0,212.0,3851,16221,90,1215,2,718,52,1935,16060,10305,9767,631,583,345,411,808,835,675,793,870,1953,9369,1013,1619,1859,3668,970,2702,20072
0.0,0.0,64.57142857142857,2067.0,4223.0,5151.0,37.0,60.0,63.0,22.142857142857142,12.569230769230767,7.47037037037037,6717,9,41.7,1130.0,15687.0,357.0,4090,13084,215,1948,0,400,22,394,14195,8733,8441,596,178,379,203,603,474,629,836,688,1573,8359,981,1089,1294,3173,1550,2761,17174
0.0,0.0,78.0625,1553.0,3690.0,3918.0,42.0,90.0,95.0,22.496428571785717,17.123076923076923,8.685185185185185,6101,8,44.7,790.0,16266.0,269.0,2550,14775,145,1173,37,263,38,771,14898,8744,8581,489,342,279,352,1046,461,460,568,687,2153,7100,919,1540,1281,3115,1395,2339,17325
20.0,150.0,77.0,7170.0,17592.0,23160.0,172.0,398.0,418.0,21.578571429107143,14.015384615384615,9.911111111111111,28276,31,35.0,5640.0,78123.0,2410.0,23051,63122,400,8171,8,2927,463,7781,66423,43690,42483,1862,1363,1445,1090,2766,2792,2095,2577,3551,7876,33956,6915,4407,4381,17617,9135,13211,86173
49.0,343.0,81.57894736842105,2661.0,5068.0,5740.0,70.0,122.0,137.0,22.28928571392857,16.892307692307693,8.04814814814815,7983,26,40.3,1737.0,21032.0,595.0,5170,18194,203,4085,36,1133,436,348,17123,11398,11966,499,293,450,118,1051,790,749,869,819,2654,9279,1667,2441,1632,4226,2038,3834,23364
0.0,0.0,77.0,301.0,651.0,770.0,12.0,16.0,17.0,22.935714285357143,28.4875,31.467346938775517,1508,0,36.6,360.0,2875.0,66.0,1004,2297,32,57,0,194,44,354,2620,1753,1548,117,71,49,57,120,78,129,125,186,226,1694,209,126,331,463,279,454,3301
0.0,0.0,83.9090909090909,1111.0,2135.0,2379.0,21.0,41.0,43.0,22.39642857178572,17.7,7.78888888888889,3677,3,42.7,646.0,11428.0,101.0,4898,7277,173,249,0,129,34,167,11423,5519,6656,337,248,138,147,294,334,325,345,397,1289,4375,642,1280,614,2502,1048,1943,12175
0.0,0.0,54.63157894736842,1551.0,3858.0,4911.0,49.0,97.0,102.0,22.71428571464286,16.384615384615383,8.496296296296297,7039,23,57.7,527.0,20608.0,317.0,2304,19148,22,123,0,811,209,621,19666,10894,10558,997,550,392,794,1066,693,643,698,1015,2183,8712,866,1262,1687,2700,1450,3335,21452
1016.0,34434.0,70.2122641509434,48285.0,93192.0,113222.0,776.0,1303.0,1397.0,21.75,12.207692307692309,6.996296296296297,136340,632,30.9,12952.0,288237.0,7203.0,110434,197958,7021,22261,334,18923,2527,17132,240194,156490,151902,10324,5850,5734,5616,11082,10003,9130,11301,13979,33516,157572,21845,15069,47462,36634,16051,44387,308392
0.0,0.0,86.25,609.0,1445.0,1694.0,23.0,38.0,41.0,22.0,15.353846153846153,12.548275862068964,2416,0,38.5,143.0,5675.0,68.0,2743,3143,31,54,20,678,18,178,4907,2857,3029,175,138,86,85,206,217,139,129,244,780,2724,468,426,671,829,504,887,5886
0.0,0.0,84.0,550.0,1257.0,1983.0,18.0,46.0,51.0,22.571428571428573,19.284615384615385,7.496296296296297,3064,0,45.6,332.0,7538.0,100.0,2606,5364,70,84,0,411,29,944,6432,3802,4168,212,186,48,91,441,269,269,304,392,939,3615,435,461,556,1298,711,1188,7970
533.0,27375.0,72.77058823529411,25428.0,56731.0,73701.0,462.0,891.0,971.0,21.746428571785717,12.253846153846156,7.792592592592593,104889,298,33.6,15598.0,232268.0,6179.0,67422,186623,4236,36542,150,15047,960,6879,190231,130061,123984,8134,4294,4608,4256,9194,8678,6919,7209,10458,27672,121647,18224,13530,29750,31412,16943,40004,254045
0.0,0.0,74.0,82.0,168.0,196.0,5.0,9.0,10.0,32.270270270243245,23.168181818181814,12.558,217,0,36.1,34.0,687.0,3.0,470,254,0,0,0,62,0,19,643,390,334,19,8,21,19,14,13,23,34,32,46,309,31,47,56,160,45,103,724
0.0,0.0,75.22222222222223,1897.0,3692.0,3917.0,27.0,53.0,59.0,22.285714285714285,16.52307692307692,8.04814814814815,4522,12,35.9,1377.0,12649.0,303.0,3381,10948,576,1965,0,896,60,583,10249,6148,8181,521,190,195,188,323,276,417,664,378,1053,5280,872,873,994,3091,1253,2296,14329
0.0,0.0,88.63636363636364,521.0,1669.0,2044.0,33.0,59.0,62.0,22.49642857142857,22.86923076923077,8.87037037037037,3204,0,50.8,175.0,9720.0,92.0,434,9553,28,2259,40,183,21,252,7204,5159,4828,145,124,203,87,652,538,280,390,412,1704,3975,774,1283,769,1982,720,1333,9987
0.0,0.0,68.0,611.0,1168.0,1395.0,18.0,26.0,26.0,22.035714285714285,13.1,29.34473684210526,2308,0,32.8,213.0,5227.0,236.0,2712,2964,3,28,8,57,172,682,4726,2773,2903,190,100,132,127,170,191,146,175,271,220,2648,436,355,510,939,454,701,5676
0.0,0.0,50.5,389.0,779.0,1108.0,6.0,12.0,13.0,22.849999999642858,19.36428571428572,32.99777777777778,1614,18,45.2,250.0,3946.0,52.0,871,3377,58,1,0,176,90,159,3764,2159,2089,202,76,180,77,162,114,103,223,115,416,2035,41,294,646,336,201,566,4248
42.0,1254.0,77.17647058823529,3230.0,8222.0,10514.0,96.0,174.0,185.0,21.932142856785717,20.96923076923077,10.08148148148148,14317,27,37.8,2323.0,33102.0,1366.0,15850,20941,703,3842,173,1719,98,6934,23322,18416,18375,853,623,713,404,1284,1303,771,1518,1885,4546,16678,2930,3683,3376,5196,3056,6360,36791
101.0,3795.0,86.32432432432432,10235.0,20686.0,25361.0,344.0,458.0,480.0,22.35,19.700000000000003,13.766666666666666,20203,126,29.8,9914.0,40818.0,7366.0,55301,2797,29,372,0,6750,1105,2779,47063,29223,28875,1287,602,463,389,1318,1214,1044,1624,1941,6765,23689,7352,5510,4714,6612,8184,6725,58098
0.0,0.0,66.53125,4698.0,10058.0,12409.0,104.0,195.0,213.0,21.575,12.561538461538465,7.97037037037037,19709,624,38.4,1363.0,47847.0,1659.0,26609,24260,369,1145,0,4825,359,1781,42390,24597,26272,1546,1376,1002,788,1281,954,1668,1602,2037,3724,23082,1953,2954,5301,7901,3449,8964,50869
0.0,0.0,89.0,208.0,511.0,661.0,9.0,12.0,13.0,22.710714285714285,32.875,26.646,842,0,54.2,106.0,1959.0,43.0,725,1383,0,2,0,161,3,274,1668,949,1159,28,17,43,48,91,110,148,40,112,398,1065,19,278,252,352,145,207,2108
226.0,11486.0,45.52252252252252,16699.0,37790.0,48162.0,258.0,491.0,517.0,21.78571428535714,9.123076923076924,3.826923076923077,78711,188,31.8,15396.0,147300.0,8542.0,77728,93510,3569,11193,57,10942,1051,11861,132565,84695,86543,5307,5286,5975,7351,3516,4024,3681,5456,7704,9617,88683,7540,6470,24327,23823,13395,27868,171238
0.0,0.0,79.5,2393.0,4908.0,6204.0,45.0,100.0,109.0,22.1428571425,14.807692307692308,8.688888888888888,9220,56,41.8,770.0,23520.0,507.0,6639,18158,151,2519,43,623,98,503,20860,12657,12140,603,641,379,335,1213,960,574,992,992,2779,11028,1419,2321,1701,4550,1757,3547,24797
0.0,0.0,71.0,641.0,1468.0,1507.0,20.0,34.0,39.0,22.792857142857144,21.15,32.59268292682927,1822,3,52.5,207.0,4539.0,131.0,1113,3764,6,23,0,244,4,75,4525,2446,2431,103,68,23,104,247,125,235,143,208,496,2148,123,386,421,815,385,568,4877
0.0,0.0,89.33333333333333,590.0,1861.0,2142.0,30.0,47.0,52.0,22.567857142571427,18.153846153846157,14.041379310344826,2825,0,34.2,87.0,7963.0,206.0,3329,4927,56,829,0,654,90,391,6236,3251,5005,126,69,127,150,177,449,50,96,489,686,3017,673,615,529,1840,450,1109,8256
18.0,423.0,74.76190476190476,2022.0,4628.0,5295.0,69.0,122.0,136.0,22.14642857142857,13.792307692307691,7.622222222222223,7385,7,44.4,526.0,18974.0,140.0,2202,17438,0,150,0,639,76,511,18264,10175,9465,939,352,435,277,943,590,706,866,1002,1859,8724,986,1767,1624,3383,1286,3233,19640
1406.0,73041.0,45.144615384615385,46713.0,135816.0,171588.0,507.0,1271.0,1384.0,21.57142857107143,9.192307692307692,4.607692307692307,244933,832,37.2,49069.0,510523.0,30596.0,144951,445237,17715,30585,182,35635,2551,17699,485821,298062,292126,21732,16750,19664,29027,13647,13475,13858,19054,25868,32644,294813,23371,12666,111272,68877,33174,95389,590188
0.0,0.0,80.77777777777777,2265.0,5467.0,5960.0,71.0,110.0,115.0,22.357142857142858,11.761538461538462,7.074074074074074,9070,33,30.8,4474.0,15457.0,1238.0,12032,9137,1335,814,0,935,75,2059,15951,10004,11165,588,264,226,184,583,729,901,743,856,1585,9998,1333,696,1471,2697,3441,2459,21169
0.0,0.0,87.14285714285714,838.0,2495.0,2979.0,33.0,70.0,76.0,22.278571427857145,19.26923076923077,10.281481481481482,4592,14,43.2,363.0,11867.0,127.0,1259,11098,15,2905,7,249,25,484,8672,6377,5980,344,232,144,41,573,568,359,466,669,1774,5418,1078,938,865,2457,489,2071,12357
0.0,0.0,95.0,85.0,271.0,296.0,8.0,13.0,13.0,26.33,30.94736842105263,15.932,532,0,46.4,0.0,1362.0,0.0,207,1155,0,10,0,65,0,94,1193,655,707,41,16,11,19,74,28,52,45,51,159,631,91,124,75,225,24,265,1362
