Staffed_Beds,Total_Discharges,ADI_NATRANK,2021/3/10_x,2022/3/10_x,2023/3/10_x,2021/3/10_y,2022/3/10_y,2023/3/10_y,Value_education,Value_poverty,Value_unemployment,pop_commutes_by_car_truck_van_any,pop_commutes_by_public_transport_any,median_age,pop_citizenship_non_us,pop_citizenship_us_native,pop_citizenship_us_naturalized,pop_ethnicity_hispanic_latino,pop_ethnicity_non_hispanic,pop_race_asian,pop_race_black,pop_race_hawaiian_pacific_islander,pop_race_multiple,pop_race_native_american,pop_race_other,pop_race_white,pop_sex_female,pop_sex_male,households_with_annual_income_100000_to_124999,households_with_annual_income_125000_to_149999,households_with_annual_income_150000_to_199999,households_with_annual_income_200000_or_more,households_with_annual_income_30000_to_39999,households_with_annual_income_40000_to_49999,households_with_annual_income_50000_to_59999,households_with_annual_income_60000_to_75499,households_with_annual_income_75000_to_99999,households_with_annual_income_less_than_30000,pop_employment_status_in_labor_force,pop_received_ssi_foodstamps_snap_past_year,households_with_no_internet_access,pop_adult_education_bachelors_or_higher,pop_adult_education_high_school,pop_adult_education_less_than_high_school,pop_adult_education_some_college_or_associates,pop_total
101.0,2797.0,22.10958904109589,8661.0,23360.0,31786.0,87.0,121.0,149.0,21.574999999892857,4.9,4.226923076923077,41009,78,44.2,5132.0,84951.0,8631.0,15388,83326,2063,3349,23,3037,251,6043,83948,49512,49202,4347,3801,4874,5671,1667,1773,1962,2581,4535,3704,53733,1212,1846,23427,13401,3165,13639,98714
4238.0,174936.0,14.015402843601896,217324.0,635775.0,865500.0,8978.0,11755.0,13397.0,21.571428571428573,11.176923076923078,9.12962962962963,419816,6209,39.3,441899.0,1205078.0,623999.0,631657,1639319,588875,409975,1150,134162,10641,311820,814353,1168791,1102185,78931,58261,68673,67800,58094,57531,53294,74120,104471,162187,1192024,102431,95668,462181,330797,185375,302379,2270976
292.0,9986.0,55.89256198347108,9310.0,30989.0,42147.0,132.0,245.0,316.0,21.71785714267857,11.046153846153846,8.22962962962963,68411,30,39.9,4312.0,150664.0,4037.0,8182,150831,4356,9976,14,7235,200,2131,135101,80526,78487,7624,4902,5560,3777,4829,5280,4475,6738,9316,12954,85648,5926,6560,31043,20918,5818,27173,159013
882.0,42052.0,14.449685534591197,59193.0,162403.0,211491.0,1620.0,2289.0,2707.0,21.575000000357143,10.484615384615385,5.923076923076923,135565,478,40.2,36869.0,361780.0,76947.0,87733,387863,47605,48623,141,19223,1149,18419,340436,244961,230635,18160,14269,19557,20776,10096,9717,10777,13023,19762,31023,228993,19052,21272,97234,68169,24817,64616,475596
692.0,23963.0,18.5,40203.0,91394.0,119208.0,695.0,890.0,978.0,21.575,15.330769230769231,4.446153846153846,113814,814,35.9,28026.0,256284.0,40903.0,58036,267177,19474,39485,22,12256,602,25901,227473,165621,159592,9676,8014,11947,18665,6595,5458,5755,7120,11460,16477,154956,25575,13357,64304,31749,17100,39271,325213
185.0,7382.0,83.01010101010101,5748.0,20682.0,26598.0,91.0,180.0,223.0,22.21428571392857,13.853846153846153,9.192592592592591,37688,181,39.0,1897.0,104333.0,2122.0,2554,105798,1116,2814,54,2376,732,952,100308,53158,55194,3832,2186,1610,1334,3916,3396,3424,4196,5311,12720,47639,5212,6338,13457,17756,5613,16019,108352
171.0,10864.0,37.61077844311377,12338.0,45369.0,62023.0,149.0,321.0,417.0,21.71785714303571,6.269230769230769,4.161538461538462,106073,156,42.9,5795.0,216032.0,7486.0,7608,221705,6640,3906,18,5913,479,1099,211258,116036,113277,11372,8952,10222,9839,5836,6722,6442,8890,13605,14018,126537,4910,7407,55302,27020,6552,34397,229313
511.0,15608.0,61.74820143884892,11093.0,32454.0,44077.0,182.0,296.0,379.0,21.71428571410714,11.96923076923077,8.15925925925926,61689,88,39.9,5184.0,139653.0,10249.0,11351,143735,7173,15827,50,9304,408,5333,116991,79642,75444,6127,3836,4308,3224,4697,4585,4304,5787,8098,12513,78598,6964,5992,26685,21318,6972,25873,155086
0.0,0.0,68.75,1263.0,4921.0,6647.0,13.0,34.0,44.0,21.717857142535717,12.061538461538465,8.72962962962963,12359,54,45.8,287.0,30190.0,712.0,1055,30134,301,524,9,742,62,280,29271,15729,15460,1228,705,708,590,1415,1090,1073,1444,1599,2928,15386,1121,2109,3723,5230,1276,5355,31189
0.0,0.0,75.36842105263158,875.0,3395.0,4365.0,12.0,25.0,32.0,22.353571428464285,15.038461538461538,8.833333333333334,7277,13,46.8,112.0,17518.0,215.0,331,17514,131,140,0,290,24,56,17204,8886,8959,693,373,288,204,683,708,545,651,1163,2094,8770,843,1181,2203,3185,741,3301,17845
0.0,0.0,76.96666666666667,1670.0,5785.0,7760.0,54.0,89.0,95.0,22.071428571428573,13.846153846153848,8.05925925925926,13352,48,41.9,347.0,33468.0,480.0,1244,33051,265,1770,7,833,125,291,31004,16364,17931,1194,542,537,520,1592,1114,1324,1461,1983,3517,16091,1165,1957,3709,6159,2850,5389,34295
200.0,5093.0,79.57446808510639,5621.0,19615.0,25566.0,139.0,241.0,278.0,21.996428571321427,12.607692307692307,8.68148148148148,38175,107,42.9,1754.0,92501.0,1588.0,1614,94229,1493,1597,0,1886,132,631,90104,48035,47808,3482,2118,2132,1302,3895,3845,3228,4308,5242,10547,46409,4691,5994,13014,16551,3898,15883,95843
3375.0,148894.0,18.684563758389263,168199.0,423513.0,569864.0,3136.0,4351.0,4965.0,21.57142857160714,5.015384615384615,4.657692307692308,633541,1777,41.7,92141.0,1254004.0,135219.0,290261,1191103,60873,113699,526,61949,4172,78284,1161861,752522,728842,55430,48500,67701,89410,24249,26211,25660,36272,60483,61751,789438,36440,42372,308110,187688,70716,216688,1481364
151.0,3429.0,62.87356321839081,4929.0,18232.0,24846.0,60.0,128.0,154.0,22.075,17.76923076923077,8.196296296296296,28103,21,42.8,3498.0,68159.0,3672.0,12321,63008,1292,6159,6,4156,158,4572,58986,36734,38595,2561,1691,2065,1565,2526,2673,1804,2982,3637,7258,35687,4183,4304,10334,12614,5018,11094,75329
0.0,0.0,73.5111111111111,2882.0,10542.0,14195.0,56.0,82.0,95.0,21.7107142855,10.907692307692308,8.107407407407406,20289,31,44.8,280.0,47528.0,623.0,993,47438,417,423,7,841,88,269,46386,24387,24044,1922,1120,1422,684,2130,1647,1615,2489,3083,4531,23928,2286,2523,6832,8672,1772,7677,48431
124.0,6050.0,47.75862068965517,3552.0,17664.0,26885.0,43.0,82.0,102.0,21.78928571410714,10.6,7.188888888888889,33423,134,31.3,7447.0,89302.0,5488.0,5343,96894,9653,4185,40,5013,123,1855,81368,51704,50533,3200,2345,2739,3202,3203,3542,2955,4547,4810,10274,53301,3248,2667,24964,7523,2298,10576,102237
149.0,5401.0,46.08724832214765,10474.0,30987.0,43579.0,233.0,360.0,420.0,21.78571428575,9.815384615384614,4.896153846153846,69205,140,44.1,5483.0,164663.0,8225.0,18800,159571,3292,10859,11,12084,345,5717,146063,89871,88500,6571,5043,5420,5152,5234,4897,5410,6576,8973,16812,90821,6340,6398,31319,26444,7922,29532,178371
391.0,10522.0,50.77966101694916,2939.0,13355.0,19100.0,55.0,123.0,157.0,21.782142857071427,10.13846153846154,8.674074074074074,28369,150,46.9,887.0,61817.0,1483.0,1720,62467,553,695,30,1272,100,242,61295,32588,31599,3241,2268,1767,1722,2780,2500,2244,3060,3615,5837,33734,2099,3787,10668,9921,2473,10660,64187
0.0,0.0,64.6078431372549,2426.0,11905.0,16032.0,54.0,113.0,137.0,21.77857142857143,11.846153846153848,7.862962962962963,24606,45,44.2,634.0,59861.0,809.0,1738,59566,356,1829,23,1624,184,515,56773,29647,31657,2433,1318,1279,648,1948,2161,2204,2869,3423,5771,29856,2747,3881,6746,12459,3687,9991,61304
297.0,4613.0,73.03174603174604,4565.0,16955.0,22117.0,65.0,168.0,203.0,21.56785714296428,8.892307692307693,8.299999999999999,39777,0,43.9,671.0,87586.0,1846.0,4087,86016,766,2224,4,3297,114,1099,82599,45449,44654,3998,2433,1858,1355,3107,3277,3340,4235,5448,8230,46110,3469,4740,11160,15074,4186,16573,90103
3130.0,109290.0,16.88061797752809,111339.0,247541.0,336756.0,2134.0,2692.0,3002.0,21.57142857107143,7.715384615384616,4.523076923076923,297952,923,41.1,104448.0,722736.0,141554.0,241442,727296,59474,143210,297,50491,3482,113397,598387,499651,469087,32688,26242,34933,82208,20403,18094,18643,25149,37358,57767,510331,29606,30362,264618,85665,51009,103567,968738
197.0,1419.0,75.72972972972973,2911.0,8235.0,10026.0,49.0,82.0,96.0,22.135714285714283,9.06153846153846,8.892592592592592,16173,17,42.9,545.0,39211.0,271.0,1341,38686,182,1884,0,738,106,638,36479,18572,21455,1523,797,700,458,1216,1703,1717,1860,2514,3567,19730,1053,2515,4158,8485,1974,7545,40027
0.0,0.0,68.54166666666667,1028.0,3325.0,4473.0,26.0,39.0,43.0,21.857142856785718,12.138461538461538,7.5888888888888895,8452,84,40.7,171.0,24551.0,259.0,555,24426,164,243,7,346,26,207,23988,13052,11929,754,457,365,332,1067,723,741,880,1323,2259,11483,849,2139,2610,3828,1733,3305,24981
220.0,10095.0,68.37614678899082,16040.0,46405.0,61903.0,231.0,447.0,572.0,21.785714285,11.546153846153846,9.148148148148149,71786,504,39.1,8858.0,152835.0,4451.0,21153,144991,2679,32917,54,5273,688,10104,114429,87290,78854,5685,3723,2814,1965,6260,6860,5221,6122,8187,18618,82228,13269,10591,22314,21832,10231,29449,166144
0.0,0.0,74.0,3969.0,10372.0,12774.0,76.0,133.0,159.0,21.7071428575,11.715384615384616,8.881481481481481,15204,0,43.9,787.0,36020.0,464.0,1779,35492,394,1924,0,755,350,1178,32670,18222,19049,1044,591,558,595,1359,1542,1014,1660,1730,3956,17853,2006,2667,2830,7664,2523,6337,37271
0.0,0.0,73.0,932.0,2930.0,3767.0,5.0,12.0,21.0,22.792857143214288,20.115384615384617,9.666666666666666,4111,0,50.6,299.0,10569.0,217.0,1080,10005,47,183,1,243,54,31,10526,5708,5377,242,159,40,185,677,510,323,453,508,1904,4749,768,1044,976,1598,1115,1780,11085
15.0,609.0,85.47368421052632,2350.0,6509.0,8468.0,53.0,96.0,113.0,21.857142856964288,20.053846153846152,9.8,9743,38,41.5,393.0,23757.0,280.0,1002,23428,315,11990,14,379,108,84,11540,12036,12394,517,426,234,106,953,821,1047,774,957,3968,11211,2337,1881,1440,5267,2112,4266,24430
0.0,0.0,70.73076923076923,1900.0,6354.0,7621.0,40.0,73.0,95.0,22.71428571392857,15.992307692307692,9.14074074074074,11124,105,48.6,548.0,26113.0,348.0,1349,25660,162,199,15,516,77,149,25891,13721,13288,717,595,196,119,1226,1548,1003,987,1306,4188,12973,1281,2478,2611,4132,1580,5411,27009
0.0,0.0,74.64285714285714,1870.0,4414.0,5553.0,20.0,42.0,48.0,22.5,16.96153846153846,8.75925925925926,5586,24,45.4,376.0,16972.0,162.0,877,16633,76,762,4,198,197,174,16099,7875,9635,395,226,195,275,892,765,392,709,543,2177,6989,418,1345,1987,2953,1234,3361,17510
83.0,3328.0,73.1,4309.0,12194.0,16121.0,83.0,159.0,187.0,22.214285714285715,20.661538461538463,9.703703703703704,18014,0,46.5,1144.0,45587.0,429.0,3767,43393,49,11607,0,1388,63,505,33548,24730,22430,1550,962,814,527,1907,1579,1712,1880,2383,6905,21146,3394,4742,4108,7119,2607,9320,47160
0.0,0.0,92.0,1673.0,4212.0,5475.0,41.0,66.0,78.0,22.817857142857143,21.66923076923077,9.744444444444444,6304,1,46.2,95.0,18929.0,57.0,405,18676,136,11803,1,318,76,106,6641,9509,9572,366,178,267,179,932,739,552,622,547,3626,7727,1693,2801,1474,3776,1645,3051,19081
0.0,0.0,88.1,2995.0,9280.0,12133.0,41.0,119.0,149.0,22.28571428535714,20.653846153846157,10.055555555555555,11338,240,44.8,966.0,31977.0,266.0,2514,30695,53,11520,0,198,876,1337,19225,17227,15982,879,196,291,379,1439,1356,845,1238,1259,5512,13268,2949,2801,2879,5199,2613,5924,33209
59.0,4070.0,49.231404958677686,8197.0,29514.0,41118.0,138.0,306.0,378.0,21.71071428542857,11.13846153846154,6.542307692307692,47512,85,54.7,2118.0,132606.0,2579.0,6690,130613,725,12919,3,4746,830,2921,115159,71401,65902,4989,3691,2837,2635,5120,5575,5409,6728,8692,13740,57548,5846,5491,17059,19445,6087,23195,137303
815.0,42734.0,44.73006134969325,15857.0,51522.0,71015.0,293.0,540.0,701.0,21.717857142321428,11.069230769230767,4.630769230769231,107252,177,42.3,8935.0,243892.0,6749.0,17396,242180,3268,15957,337,8048,836,3285,227845,135181,124395,8205,4909,5745,6168,11218,9495,8375,11029,12880,27153,132775,8991,15362,57945,30489,11536,39810,259576
156.0,6457.0,78.52542372881356,9336.0,24783.0,32001.0,145.0,302.0,366.0,21.71428571464286,12.984615384615385,9.377777777777778,36483,11,44.3,2398.0,85575.0,2175.0,5622,84526,3343,5521,112,1706,813,2890,75763,45213,44935,2718,920,870,870,4442,3638,2934,3549,4072,11651,42276,5725,7928,7609,14593,8043,17556,90148
457.0,27471.0,52.925,18857.0,55109.0,72323.0,238.0,463.0,567.0,21.56785714303572,8.223076923076924,5.461538461538462,91939,559,38.0,9575.0,193624.0,8406.0,22444,189161,8780,39530,153,6941,672,9185,146344,108469,103136,7663,4535,5863,5973,6024,5884,5886,7199,10718,13098,111024,11429,6417,41322,26144,9360,35816,211605
137.0,4466.0,79.98412698412699,8745.0,22020.0,30392.0,89.0,295.0,357.0,21.714285714285715,13.584615384615384,9.474074074074077,32694,10,45.1,1565.0,79718.0,773.0,4677,77379,428,3509,81,2305,194,3039,72500,41562,40494,2747,1229,813,542,3577,3325,2649,2941,4252,10723,38837,4213,5664,7040,13857,7177,14537,82056
0.0,0.0,51.2,600.0,1723.0,2207.0,5.0,9.0,10.0,22.21428571392857,7.8538461538461535,8.566666666666666,4135,0,41.8,86.0,10425.0,143.0,325,10329,195,1181,57,436,24,40,8721,5285,5369,406,199,230,82,562,357,111,492,706,767,5011,236,304,1267,1823,606,2089,10654
99.0,5806.0,50.03389830508475,4507.0,13986.0,18539.0,44.0,85.0,164.0,22.067857143464288,12.092307692307692,5.507692307692308,27980,62,49.2,887.0,67434.0,980.0,3011,66290,786,3418,45,2520,212,605,61715,35373,33928,2352,1793,1515,1465,2898,2646,2233,3087,4353,7718,33128,2506,2944,9758,8824,2613,14186,69301
0.0,0.0,81.55555555555556,2003.0,5209.0,6639.0,24.0,44.0,61.0,22.499999999821423,19.54615384615385,10.062962962962963,8852,43,46.2,205.0,22097.0,317.0,958,21661,204,7391,22,284,56,421,14241,11203,11416,518,454,220,180,877,827,913,935,1119,2950,10005,1531,2441,2016,3794,1686,4140,22619
613.0,17855.0,65.93877551020408,17699.0,47363.0,60653.0,286.0,555.0,678.0,21.714285714285715,11.738461538461538,9.685185185185183,67222,26,41.6,6257.0,148047.0,4203.0,15636,142871,7064,13148,0,4827,632,8451,124385,80994,77513,5472,2702,2404,2677,6523,5968,5611,6789,8368,16426,79749,8757,9151,19847,23872,9555,28670,158507
0.0,0.0,42.89473684210526,4208.0,12562.0,18211.0,79.0,108.0,131.0,21.71428571392857,11.16153846153846,4.607692307692307,27117,50,47.3,4230.0,66072.0,2551.0,8794,64059,1182,8598,0,2650,130,2663,57630,38162,34691,2695,1893,2445,3727,2042,2307,2110,2621,3393,6671,34739,2202,3834,15938,6333,4079,9713,72853
0.0,0.0,71.03703703703704,2139.0,7079.0,8781.0,19.0,115.0,137.0,22.932142856785717,18.62307692307693,10.066666666666666,9356,0,52.1,372.0,27661.0,380.0,980,27433,219,365,16,574,489,317,26433,14500,13913,847,453,169,188,1740,1268,1091,1055,1348,4387,11645,1762,2568,2931,4276,1347,4989,28413
0.0,0.0,73.16666666666667,1386.0,4109.0,5296.0,22.0,54.0,66.0,22.357142857142858,18.984615384615385,9.192592592592591,4937,3,46.2,180.0,13637.0,178.0,502,13493,68,4790,0,286,65,323,8463,7364,6631,585,125,131,163,496,885,462,599,791,2152,6032,1416,1474,1539,2387,948,2283,13995
0.0,0.0,58.5,663.0,2617.0,3486.0,18.0,39.0,51.0,22.928571428571427,17.792307692307695,9.318518518518518,3902,0,53.6,230.0,10722.0,198.0,385,10765,20,215,44,44,58,15,10754,5992,5158,570,93,96,211,654,601,415,319,625,1716,4613,373,1207,1068,1507,696,1948,11150
370.0,15370.0,78.30263157894737,10496.0,29486.0,36816.0,218.0,362.0,453.0,21.928571428214287,17.276923076923076,9.933333333333334,37733,11,41.9,1266.0,95422.0,1077.0,3618,94147,985,20260,125,1693,240,2032,72430,50615,47150,2503,1127,1036,871,3733,3538,2867,3485,4142,12787,44778,8110,8564,9894,16505,6245,16644,97765
154.0,3315.0,85.65217391304348,5954.0,15852.0,19242.0,147.0,265.0,294.0,22.289285715,22.86923076923077,9.77037037037037,18976,22,41.9,1105.0,54159.0,395.0,3061,52598,246,16519,10,1076,1964,1074,34770,28079,27580,1436,644,536,426,2239,1595,1752,2376,1685,8856,21513,5136,5574,3605,10363,4092,10110,55659
332.0,12103.0,67.45714285714286,8480.0,23885.0,32145.0,116.0,191.0,263.0,22.067857142857143,12.392307692307693,8.974074074074075,41890,104,37.6,2540.0,97467.0,2283.0,7644,94646,2982,21899,144,2947,673,2367,71278,50877,51413,3479,1822,1775,1580,4548,3554,3726,3776,5635,11107,48896,5890,6998,11578,12492,5001,18954,102290
685.0,30881.0,74.58333333333333,24693.0,82270.0,116118.0,282.0,557.0,740.0,21.714285714142857,14.069230769230767,9.32222222222222,135593,287,31.4,9242.0,313037.0,12283.0,40081,294481,8452,124500,1210,23684,4299,10128,162289,168460,166102,9098,4896,4468,3262,14009,12769,11298,13332,15282,39118,167584,28728,14755,44621,41752,11748,69640,334562
0.0,0.0,41.3125,1407.0,4851.0,6320.0,15.0,32.0,40.0,21.567857143535715,7.9923076923076914,4.492307692307692,12551,0,43.0,299.0,26577.0,334.0,1138,26072,111,1496,18,907,93,324,24261,13695,13515,1440,630,837,601,750,694,1081,1121,1854,1860,14102,754,1089,3866,4496,1230,5407,27210
0.0,0.0,35.73076923076923,1881.0,7328.0,10060.0,8.0,23.0,33.0,22.14285714314286,9.776923076923076,6.615384615384615,16018,149,47.5,1131.0,34996.0,571.0,2720,33978,200,1223,14,1057,54,705,33445,18321,18377,1570,1137,807,923,1512,1388,1630,1794,2211,2858,19727,1331,909,7070,4324,1053,7233,36698
176.0,6760.0,70.59130434782608,14829.0,42792.0,56254.0,172.0,390.0,500.0,21.900000000357142,12.86153846153846,9.085185185185184,68587,175,42.5,5596.0,158388.0,2853.0,12265,154572,2572,15760,13,4873,422,2228,140969,85392,81445,4976,2775,2884,1825,7571,6251,5516,7398,8705,19654,79818,11414,10298,17358,26615,11696,31568,166837
50.0,1848.0,62.7037037037037,3610.0,11066.0,14938.0,34.0,90.0,124.0,21.714285714035714,9.246153846153849,5.530769230769232,18212,58,45.8,1389.0,40343.0,811.0,2940,39603,295,2035,0,1757,273,487,37696,21915,20628,1964,793,901,749,1497,1612,1324,1884,2181,3398,20997,2314,1765,5142,6424,2042,8050,42543
49.0,2491.0,86.70175438596492,5790.0,16742.0,20962.0,128.0,232.0,263.0,22.282142856785715,19.26923076923077,8.462962962962964,23171,176,40.7,5780.0,51698.0,1487.0,13225,45740,187,13655,48,1936,222,2271,40646,30219,28746,1670,606,575,232,2799,2102,1993,2356,2081,7023,26939,5158,5795,4363,8550,6221,10039,58965
1439.0,55641.0,47.76419213973799,21906.0,69580.0,103313.0,210.0,298.0,395.0,21.71071428607143,12.384615384615383,4.776923076923077,135055,361,35.5,28913.0,273143.0,15609.0,43051,274614,15802,112965,168,15727,850,10565,161588,165858,151807,12281,7738,9301,9957,12419,11268,10254,12408,16334,28168,172721,16613,11106,90993,29839,18013,38903,317665
117.0,2568.0,89.04255319148936,4766.0,13392.0,17608.0,100.0,141.0,178.0,21.789285714285715,20.615384615384617,11.18888888888889,18842,43,41.7,888.0,50701.0,480.0,2512,49557,84,29920,27,849,176,516,20497,27901,24168,1413,872,400,212,2297,2336,1146,1900,2300,7924,23341,5982,6260,4214,9994,3646,8151,52069
1834.0,74598.0,64.68852459016394,32391.0,91610.0,125590.0,353.0,774.0,969.0,21.717857142857145,12.753846153846156,8.78888888888889,155856,315,38.4,19690.0,346266.0,12543.0,49324,329175,9070,98741,244,16568,1318,9760,242798,198966,179533,11390,7396,7535,7916,15038,13582,11684,14485,18516,41348,186050,22941,19865,69443,44783,20397,59536,378499
0.0,0.0,67.475,5589.0,20105.0,26480.0,45.0,65.0,96.0,21.64642857178572,11.03076923076923,5.611538461538462,28100,13,41.3,2562.0,64217.0,1248.0,5875,62152,311,16389,97,3065,644,2143,45378,34261,33766,2504,1414,1092,897,2775,1982,2152,2648,3857,6408,33413,4438,4253,8455,10137,4407,12984,68027
396.0,22154.0,66.97340425531915,24106.0,64818.0,81942.0,381.0,785.0,970.0,21.57857142892857,12.353846153846156,9.674074074074074,94965,116,40.0,6470.0,210357.0,5292.0,16172,205947,3764,36817,161,8182,665,4051,168479,114988,107131,7700,3679,4420,2932,8536,7434,6714,9022,10637,24212,111101,15042,12273,27768,35273,15118,40210,222119
0.0,0.0,72.2,685.0,1861.0,2457.0,12.0,19.0,22.0,21.932142856785717,13.330769230769231,8.14074074074074,4692,0,47.2,74.0,11405.0,40.0,11,11508,178,3638,0,347,93,3,7260,5948,5571,383,188,169,88,471,711,362,540,490,1288,5408,634,1027,787,2486,397,2357,11519
0.0,0.0,80.88888888888889,568.0,2265.0,2968.0,12.0,30.0,31.0,24.720689654827584,19.684615384615384,12.11111111111111,3138,0,46.4,190.0,8309.0,2.0,318,8183,0,16,1,67,764,210,7443,4498,4003,247,120,67,72,483,412,359,286,284,1191,3559,442,865,533,1366,626,1640,8501
122.0,1558.0,64.43243243243244,5341.0,14118.0,19634.0,76.0,111.0,129.0,22.110714285357144,12.238461538461538,5.661538461538461,24373,69,43.1,1439.0,57150.0,1234.0,4941,54882,324,17635,236,2847,214,2462,36105,29358,30465,2154,1210,1154,889,2097,1990,1884,2061,2884,5244,28591,3127,3231,8142,9335,3983,10803,59823
0.0,0.0,89.07692307692308,2150.0,5756.0,7207.0,42.0,56.0,78.0,22.15,21.17692307692308,8.537037037037036,7930,51,40.5,1360.0,19384.0,243.0,3213,17774,10,7087,8,1268,103,550,11961,9458,11529,403,274,90,72,765,693,577,807,938,2599,8881,1968,1639,1212,3480,2721,4196,20987
1182.0,54197.0,64.71646341463415,40744.0,115316.0,160748.0,561.0,1120.0,1459.0,21.710714285964286,11.415384615384616,9.296296296296296,224134,597,37.4,31076.0,475804.0,26076.0,43379,489577,27443,182467,211,18291,2559,13935,288050,280499,252457,18110,10274,10556,12068,21961,18923,15483,20179,25635,55045,273516,35875,26712,104774,59384,26548,84521,532956
114.0,3656.0,88.9,5049.0,13881.0,18892.0,101.0,177.0,206.0,22.07857142821429,23.515384615384612,10.433333333333334,16880,6,43.9,574.0,49706.0,398.0,1510,49168,367,26439,98,1597,1771,328,20078,26233,24445,1023,450,680,366,2330,1901,1751,1611,1807,9142,20060,5155,7037,3771,9626,4202,7918,50678
126.0,5593.0,66.96923076923076,9933.0,32257.0,42805.0,157.0,317.0,377.0,21.99285714285714,12.376923076923076,9.807407407407409,53465,182,34.7,4563.0,126635.0,3130.0,17509,116819,1810,28169,364,5979,1316,6920,89770,67757,66571,4272,2108,1661,1391,4524,3991,3888,5341,6778,12571,61970,8871,6631,17049,19596,6908,27140,134328
154.0,3583.0,59.86792452830189,3916.0,12836.0,17219.0,88.0,194.0,262.0,21.710714285714285,12.684615384615386,8.248148148148148,24717,11,47.7,771.0,60393.0,698.0,2557,59305,468,541,0,1505,326,540,58482,31753,30109,2347,903,909,1053,2995,1887,2306,2766,3587,8138,29244,3339,5989,8468,8173,3329,11334,61862
258.0,11319.0,49.333333333333336,9077.0,24653.0,33308.0,151.0,287.0,374.0,21.72142857135714,11.784615384615384,8.166666666666666,48254,197,47.6,4279.0,108412.0,3607.0,11835,104463,1618,4168,0,2846,323,2004,105339,60551,55747,4794,2424,2181,2179,4859,4584,3979,5681,7265,11769,56316,4356,6422,16210,14719,4966,20827,116298
98.0,2768.0,88.66666666666667,1969.0,4688.0,6384.0,62.0,81.0,101.0,22.42142857142857,23.569230769230767,8.881481481481481,8117,47,42.8,568.0,22847.0,337.0,885,22867,206,14295,6,470,312,208,8255,11998,11754,554,227,87,139,860,1328,754,781,1001,3172,9828,2393,2363,1878,4144,1513,4256,23752
41.0,1733.0,74.28125,4204.0,14507.0,19537.0,54.0,103.0,140.0,21.725,14.069230769230767,9.592592592592592,20482,100,33.0,2129.0,51208.0,1253.0,7592,46998,780,18320,97,3611,4197,3525,24060,27611,26979,1419,804,1007,475,1991,1579,1592,2013,2132,5436,24368,4267,2624,5647,8258,3483,12395,54590
0.0,0.0,73.6,629.0,1304.0,1706.0,8.0,13.0,15.0,22.78571428642857,21.29230769230769,10.57777777777778,1543,0,40.9,213.0,4802.0,74.0,677,4412,0,1501,0,248,6,103,3231,2383,2706,51,40,0,0,185,151,206,293,371,759,1960,280,595,332,976,595,938,5089
470.0,11888.0,55.80165289256198,16746.0,47976.0,61898.0,196.0,439.0,551.0,21.75,8.538461538461538,5.8538461538461535,76613,127,40.8,7494.0,167253.0,4106.0,13958,164895,4365,21605,135,5267,550,3784,143147,90674,88179,5853,3921,4349,5094,6480,6047,5935,7462,8894,14339,91996,7033,7081,30025,24170,8332,32606,178853
82.0,2469.0,55.52,3386.0,9234.0,12191.0,55.0,86.0,109.0,22.25,16.16923076923077,8.544444444444444,16245,6,38.5,1150.0,42036.0,249.0,2663,40772,318,899,0,1722,3245,1212,36039,22340,21095,1173,516,322,622,2205,1793,1290,2057,1922,5108,20351,1688,3484,5295,5372,2336,6403,43435
199.0,11473.0,60.84177215189873,18394.0,58517.0,75853.0,199.0,427.0,501.0,21.64642857142857,9.830769230769231,5.061538461538461,87836,149,38.4,10758.0,188271.0,4279.0,27928,175380,1334,32889,70,7828,971,7927,152289,103486,99822,8876,4791,3238,3357,5796,6221,5887,7318,9372,16476,102403,12054,11527,27605,27942,11235,41714,203308
0.0,0.0,88.85714285714286,744.0,2198.0,2916.0,16.0,38.0,49.0,22.067857143214287,18.6,8.411111111111111,3481,2,48.1,127.0,9229.0,97.0,480,8973,35,2790,0,317,89,143,6079,4782,4671,260,122,81,32,344,229,308,377,533,1783,4055,875,1298,677,1688,822,1768,9453
127.0,3003.0,72.625,5516.0,15830.0,20141.0,73.0,138.0,177.0,22.071428571428573,14.007692307692308,10.04074074074074,25796,16,39.4,3720.0,55416.0,1947.0,11761,49322,896,11994,0,2223,421,1233,44316,31572,29511,1624,947,1052,725,1863,2373,2351,2402,2624,6329,29311,4426,3485,6478,7939,4495,12453,61083
199.0,4548.0,88.40816326530613,5529.0,15607.0,20330.0,108.0,204.0,248.0,22.071428571785717,19.800000000000004,8.940740740740742,21952,190,42.3,1352.0,54079.0,919.0,4434,51916,195,21871,50,2598,113,1648,29875,29170,27180,1158,1025,591,475,3109,2150,1765,2304,2251,8666,25984,6266,4568,4212,8765,4973,10231,56350
101.0,5212.0,59.84313725490196,8959.0,24126.0,30371.0,75.0,158.0,205.0,21.74642857142857,8.146153846153847,5.973076923076923,36490,40,43.6,2367.0,80180.0,2033.0,6083,78497,702,4190,54,2817,151,1619,75047,42747,41833,2721,1628,2098,2424,2888,2975,2656,3551,4312,8368,42793,3879,4286,11271,13633,4521,16472,84580
